file_name,boma,buffalo,building,charcoal mound,charcoal sack,cow,donkey,eland,elephant,gazelle,giraffe,hartebeest,human,impala,kudu,oryx,other_animal,shoats,warthog,wildebeest,zebra
/cdata/tanzania/temp/images_to_process/RR17-CFA-R-2014-11-04_AM_0073.jpg,8.0,1.0,3.0,0.0,0.0,87.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,9.0,0.0,0.0,12.0,280.0,0.0,2.0,1.0
